_input_part_number,_status,_error,KeyValuePairs
5A1513,ok_ata,,Part No.: 5A1513 | ATA Groups: POWER PLANT | Boeing Applicability: MD-90-30 | Description: VANE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-72/5a1513/
0871LD2,no_table_ata_or_component,,
058-002-03,ok_ata,,Part No.: 058-002-03 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: SWITCH-ROTARY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-32/058-002-03/
UL20240,ok_ata,,Part No.: UL20240 | ATA Groups: POWER PLANT | Boeing Applicability: 757-300 | Description: VANE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/power-plant-72/ul20240/
DMC50-17,no_match_in_ata,,
C12381AA,ok_ata,,Part No.: C12381AA | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ANTENNA-ADF | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/c12381aa/
AR4714-11,ok_ata,,Part No.: AR4714-11 | ATA Groups: STRUCTURE | Boeing Applicability: N/A | Description: STRIKE ASSY-ELECTRICALLY OPERATED | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/structure-52/ar4714-11/
62771-128,ok_ata,,"Part No.: 62771-128 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200ER, 777-200F, 777-200, 777-200LR, 777-300ER, 777-300 | Description: SLIDE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-25/62771-128/"
53-0014,ok_component_fallback,,Part No.: 53-0014 | Manufacturer: Eaton Aerospace | Part Type: Actuator | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/eaton-aerospace/53-0014/
87232329V07,ok_ata,,Part No.: 87232329V07 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ADM-AIR DATA MODULE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/87232329v07/
10-631045-2,ok_ata,,"Part No.: 10-631045-2 | ATA Groups: POWER PLANT | Boeing Applicability: 777-300ER, 747-400ERF, 767-200ERSF, DC-10-30, 737-300F, 737-300, 767-200ERT, 767-200SF, 737-700C, 767-300BCF, 737-800, 777-200F, 767-300ER, BBJ 737-700, 767-200EREM, 767-400ER, 737-400, 767-200ER, 747-400PC, 777-200, 737-400SF, MD-11F, 737-900ER, 737-600, 737-500, 737-300QC, 737-900, 777-200LR, 747-400F, 737-700, BBJ 737-800, 767-300, 777-200ER, 767-300F, 737-300SF, 777-300, 747-400, 767-200, 767-300EREM | Description: EXCITER-ENGINE IGNITION | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/power-plant-74/10-631045-2/
---
Part No.: 10-631045-2 | ATA Groups: POWER PLANT | Boeing Applicability: BBJ 737-800, 777-300, 767-300F, 737-900ER, 747-400F, 767-200ERT, 767-200ERSF, 737-300F, 747-400ERF, C-40B, DC-10-30, 737-300, 737-700, 737 AEW&C, 737-800, 737-700C, 767-200SF, 767-300BCF, P-8, 777-200F, 767-400ER, 777-200, 737-400SF, BBJ 737-700, 747-400PC, 767-200ER, MD-11F, 767-200EREM, 737-400, 767-300ER, 777-200LR, C-40C, 737-600, 737-900, 737-300QC, 777-300ER, 777-200ER, 767-300EREM, 767-200, 737-500, 737-300SF, 747-400, 767-300 | Description: EXCITER-ENGINE IGNITION | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-74/10-631045-2/
---
Part No.: 10-631045-2 | ATA Groups: POWER PLANT | Boeing Applicability: 777-300ER, 747-400ERF, 767-200ERSF, DC-10-30, 737-300F, 737-300, 767-200ERT, 767-200SF, 737-700C, 767-300BCF, 737-800, 777-200F, 767-300ER, BBJ 737-700, 767-200EREM, 767-400ER, 737-400, 767-200ER, 747-400PC, 777-200, 737-400SF, MD-11F, 737-900ER, 737-600, 737-500, 737-300QC, 737-900, 777-200LR, 747-400F, 737-700, BBJ 737-800, 767-300, 777-200ER, 767-300F, 737-300SF, 777-300, 747-400, 767-200, 767-300EREM | Description: EXCITER-ENGINE IGNITION | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-74/10-631045-2/
---
Part No.: 10-631045-2 | ATA Groups: POWER PLANT | Boeing Applicability: 767-300F, 767-200ERSF, 747-400ERF, DC-10-30, 737-300F, 737-300, 767-200ERT, 767-300BCF, 737-700C, 767-200SF, 737 AEW&C, 737-800, P-8, 777-200, 737-400SF, 767-200EREM, 767-200ER, 767-300ER, 767-400ER, 747-400PC, 777-200F, 737-400, MD-11F, BBJ 737-700, 737-900ER, 737-500, 747-400F, C-40B, 737-600, 777-200LR, C-40C, 737-300QC, 737-900, 737-700, 777-200ER, 777-300ER, 767-300, BBJ 737-800, 737-300SF, 767-300EREM, 777-300, 747-400, 767-200 | Description: EXCITER-ENGINE IGNITION | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/power-plant-74/10-631045-2/
---
Part No.: 10-631045-2 | ATA Groups: POWER PLANT | Boeing Applicability: 777-300ER, 747-400ERF, 767-200ERSF, DC-10-30, 737-300F, 737-300, 767-200ERT, 767-200SF, 737-700C, 767-300BCF, 737-800, 777-200F, 767-300ER, BBJ 737-700, 767-200EREM, 767-400ER, 737-400, 767-200ER, 747-400PC, 777-200, 737-400SF, MD-11F, 737-900ER, 737-600, 737-500, 737-300QC, 737-900, 777-200LR, 747-400F, 737-700, BBJ 737-800, 767-300, 777-200ER, 767-300F, 737-300SF, 777-300, 747-400, 767-200, 767-300EREM | Description: EXCITER-ENGINE IGNITION | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-74/10-631045-2/"
144-703-000-051,ok_component_fallback,,"Part No.: 144-703-000-051 | Manufacturer: Meggitt Safety Syste | Part Type: Unknown | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/meggitt-safety-syste/144-703-000-051/
---
Part No.: 144-703-000-051 | Manufacturer: Meggitt Sa | Part Type: No Description Available | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/meggitt-sa/144-703-000-051/"
754D0000-01,ok_ata,,"Part No.: 754D0000-01 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: EXCHANGER-HEAT,MAIN | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-21/754d0000-01/"
2083M11G01,ok_component_fallback,,Part No.: 2083M11G01 | Manufacturer: General Electric | Part Type: Shroud | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/general-electric/2083m11g01/
77000-790-9,ok_component_fallback,,Part No.: 77000-790-9 | Manufacturer: Zodiac Monogram | Part Type: Inline Heater Assy | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/zodiac-monogram/77000-790-9/
D9255003200200,ok_ata,,"Part No.: D9255003200200 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: PANEL ASSY-REFUEL,800VU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-28/d9255003200200/"
335-303-503-0,ok_ata,,"Part No.: 335-303-503-0 | ATA Groups: POWER PLANT | Boeing Applicability: 737-900, 737-900ER, 737-800, 737-600, BBJ 737-700, BBJ 737-800, 737-700C, 737-700 | Description: GEARSHAFT ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/335-303-503-0/
---
Part No.: 335-303-503-0 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/335-303-503-0/
---
Part No.: 335-303-503-0 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/335-303-503-0/"
C93R38-601,ok_ata,,"Part No.: C93R38-601 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: CANISTER-PUMP,FUEL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-28/c93r38-601/"
P245G01,ok_ata,,"Part No.: P245G01 | ATA Groups: POWER PLANT | Boeing Applicability: 737-700, 737-900, BBJ 737-800, 737-600, 737-700C, 737-800, 737-900ER, BBJ 737-700 | Description: VANE SECTOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/p245g01/"
340-083-002-0,ok_ata,,"Part No.: 340-083-002-0 | ATA Groups: POWER PLANT | Boeing Applicability: 737-900, BBJ 737-800, 737-700C, 737-900ER, 737-800, BBJ 737-700, 737-600, 737-700 | Description: PROFILE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/340-083-002-0/"
VT442-2,ok_ata,,"Part No.: VT442-2 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: INDICATOR-QUANTITY,WATER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-38/vt442-2/"
144-129-000-051,ok_component_fallback,,"Part No.: 144-129-000-051 | Manufacturer: Meggitt Safety Syste | Part Type: Unknown | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/meggitt-safety-syste/144-129-000-051/
---
Part No.: 144-129-000-051 | Manufacturer: Meggitt Sa | Part Type: Unknown | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/meggitt-sa/144-129-000-051/"
285T0855-5,ok_ata,,"Part No.: 285T0855-5 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 757-200, 747-400ERF, 767-300, 737-700C, 747-400, 737 AEW&C, 737-300, 767-200, 767-200ER, 777-300, 757-300EM, 767-200EM, 777-300ER, 767-300ER, 777-200ER, C-40B, 767-300EREM, 767-200ERSF, 737-900, 747-8, 767-300BCF, 737-500, 737-300QC, BBJ 737-700, 767-200EREM, 777-200, 737-600, 737-400, 737-800, 737-900ER, 737-700, 767-200ERT, 747-400PC, BBJ 737-800, 757-300, 777-200LR, 737-300SF, 737-400SF | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-24/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: STRUCTURE | Boeing Applicability: 757-200, 747-400ERF, 767-300, 737-700C, 747-400, 737 AEW&C, 737-300, 767-200, 767-200ER, 777-300, 757-300EM, 767-200EM, 777-300ER, 767-300ER, 777-200ER, C-40B, 767-300EREM, 767-200ERSF, 737-900, 747-8, 767-300BCF, 737-500, 737-300QC, BBJ 737-700, 767-200EREM, 777-200, 737-600, 737-400, 737-800, 737-900ER, 737-700, 767-200ERT, 747-400PC, BBJ 737-800, 757-300, 777-200LR, 737-300SF, 737-400SF | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/structure-52/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: STRUCTURE | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/structure-52/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/aircraft-systems-24/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: STRUCTURE | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/structure-52/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-24/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: STRUCTURE | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/structure-52/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-24/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/aircraft-systems-24/285t0855-5/
---
Part No.: 285T0855-5 | ATA Groups: STRUCTURE | Boeing Applicability: 737-700C, 767-200ERT, 747-400, 737-400SF, 757-200, 767-200, 767-200ER, 737-300, 757-300EM, 777-300, 777-300ER, 767-200EM, 767-300ER, 777-200ER, 767-300EREM, 747-8, 767-300BCF, 737-900, 767-200ERSF, 737-500, BBJ 737-700, 737-300QC, 737-900ER, 737-600, 737-700, 767-200EREM, 777-200, 737-800, 737-400, 757-300, 747-400ERF, 747-400PC, BBJ 737-800, 777-200LR, 737-300SF, 767-300 | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/structure-52/285t0855-5/"
C99163-004,no_table_ata_or_component,,
2056A0000-02,ok_ata,,Part No.: 2056A0000-02 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: CHAMBER-AIR PLENUM | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-21/2056a0000-02/
725Z1100-103,no_table_ata_or_component,,
4500039F,ok_ata,,Part No.: 4500039F | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: PUMP ASSY-FUEL CONTROL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-49/4500039f/
3-1596-52,no_table_ata_or_component,,
K024G02,ok_ata,,"Part No.: K024G02 | ATA Groups: POWER PLANT | Boeing Applicability: 767-300F, 767-200ERT, 767-200ER, 767-300, 767-200SF, 767-300ER, 767-200ERSF, 767-200EREM, 767-300BCF, 767-400ER, 747-400F, 747-400PC, 747-400, 767-300EREM, 747-400ERF | Description: BLADE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-72/k024g02/"
P248G01,ok_ata,,"Part No.: P248G01 | ATA Groups: POWER PLANT | Boeing Applicability: 737-600, BBJ 737-800, 737-700, 737-700C, 737-900, 737-900ER, 737-800, BBJ 737-700 | Description: VANE SECTOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/p248g01/"
1808M61G04,ok_ata,,"Part No.: 1808M61G04 | ATA Groups: POWER PLANT | Boeing Applicability: 737-700, 737-600, 737-700C, 737-800, BBJ 737-800, 737-900ER, BBJ 737-700, 737-900 | Description: HANGER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/1808m61g04/
---
Part No.: 1808M61G04 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/1808m61g04/
---
Part No.: 1808M61G04 | ATA Groups: Power Plant | Boeing Applicability: N/A | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/cfm-international-cfm56/power-plant-72/1808m61g04/"
64050-866-1,ok_ata,,Part No.: 64050-866-1 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: INDICATOR-STANDBY AIRSPEED | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/64050-866-1/
4313070-01-6600,no_table_ata_or_component,,
9008000-12100,no_table_ata_or_component,,
4221T100-3,ok_ata,,"Part No.: 4221T100-3 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-900ER, BBJ 737-700, 737 MAX 7, 737-900, BBJ 737-800, 737-600, 737-300SF, 737-300, 737-400SF, 737-800, 737-300QC, 737 MAX 8, 737 MAX 9, 737-500, 737-700, 737-300F, 737-400, 737-700C | Description: MOTOR ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-27/4221t100-3/
---
Part No.: 4221T100-3 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-900ER, BBJ 737-700, 737 MAX 7, 737-900, BBJ 737-800, 737-600, 737-300SF, 737-300, 737-400SF, 737-800, 737-300QC, 737 MAX 8, 737 MAX 9, 737-500, 737-700, 737-300F, 737-400, 737-700C | Description: MOTOR ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-27/4221t100-3/"
P337P05,ok_ata,,"Part No.: P337P05 | ATA Groups: POWER PLANT | Boeing Applicability: 737-900, BBJ 737-800, 737-900ER, BBJ 737-700, 737-800, 737-600, 737-700C, 737-700 | Description: BLADE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/p337p05/"
99C55007-111,ok_ata,,"Part No.: 99C55007-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200F, 777-200, 777-300ER, 777-300, 777-200ER, 777-200LR | Description: VALVE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-32/99c55007-111/"
Trent 500,no_table_ata_or_component,,
B45372-1,no_table_ata_or_component,,
491Z4991-1027,no_table_ata_or_component,,
491Z4991-1028,no_table_ata_or_component,,
774984-3,ok_ata,,"Part No.: 774984-3 | ATA Groups: POWER PLANT | Boeing Applicability: 757-200PCF, 757-200, 757-200PF, 757-200PC, 757-300, 757-200EM | Description: STARTER ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/power-plant-80/774984-3/"
682007004,ok_ata,,Part No.: 682007004 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: PANEL-RAT CONTROL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-29/682007004/
90002340-5PR,ok_ata,,Part No.: 90002340-5PR | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: CARBON BRAKE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj190/aircraft-systems-32/90002340-5pr/
1893M42G04,ok_ata,,"Part No.: 1893M42G04 | ATA Groups: POWER PLANT | Boeing Applicability: 737-900ER, 737-600, BBJ 737-700, 737-700, BBJ 737-800, 737-800, 737-700C, 737-900 | Description: HANGER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/power-plant-72/1893m42g04/"
6764B040000,no_table_ata_or_component,,
8TU34AAL1,ok_ata,,"Part No.: 8TU34AAL1 | ATA Groups: POWER PLANT | Boeing Applicability: 767-300ER, 747-400ERF, 767-200ERT, 767-400ER, 767-200ER, 767-300EREM, 767-200ERSF, 747-400PC, 747-400F, 767-200EREM, 747-400, 767-300BCF, 767-300F, 767-200SF, 767-300, MD-11F | Description: PROBE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-77/8tu34aal1/"
350HD501-203,no_table_ata_or_component,,
